23.28,966.32,73.69,66.91,398.26,"9/13/2022, 04:39:20"
23.26,966.31,74.03,66.96,398.35,"9/13/2022, 04:39:23"
23.24,966.31,74.08,66.86,398.35,"9/13/2022, 04:39:27"
23.22,966.31,74.02,67.01,398.35,"9/13/2022, 04:39:31"
23.20,966.30,73.84,67.12,398.35,"9/13/2022, 04:39:34"
23.18,966.31,73.60,67.60,398.26,"9/13/2022, 04:39:38"
23.17,966.31,73.40,67.33,398.35,"9/13/2022, 04:39:42"
23.16,966.31,73.01,66.75,398.26,"9/13/2022, 04:39:45"
23.15,966.31,72.72,67.23,398.26,"9/13/2022, 04:39:49"
23.14,966.31,72.56,67.17,398.26,"9/13/2022, 04:39:53"
23.13,966.31,72.46,67.23,398.44,"9/13/2022, 04:39:56"
23.13,966.30,72.57,67.33,398.35,"9/13/2022, 04:40:00"
23.12,966.31,72.72,67.87,398.35,"9/13/2022, 04:40:04"
23.12,966.31,72.66,67.23,398.35,"9/13/2022, 04:40:07"
23.12,966.31,72.55,67.49,398.26,"9/13/2022, 04:40:11"
23.14,966.31,72.49,67.33,398.35,"9/13/2022, 04:40:15"
23.15,966.31,72.42,67.44,398.26,"9/13/2022, 04:40:18"
23.16,966.30,72.22,67.39,398.35,"9/13/2022, 04:40:22"
23.17,966.31,71.94,67.71,398.44,"9/13/2022, 04:40:26"
23.18,966.30,71.74,67.44,398.52,"9/13/2022, 04:40:30"
23.20,966.29,71.64,67.28,398.44,"9/13/2022, 04:40:33"
23.21,966.29,71.58,66.81,398.44,"9/13/2022, 04:40:37"
23.23,966.30,71.48,67.23,398.52,"9/13/2022, 04:40:41"
23.23,966.30,71.39,67.17,398.35,"9/13/2022, 04:40:44"
23.25,966.31,71.31,66.70,398.44,"9/13/2022, 04:40:48"
23.25,966.30,71.26,67.01,398.44,"9/13/2022, 04:40:52"
23.26,966.30,71.20,67.07,398.44,"9/13/2022, 04:40:55"
23.27,966.30,71.14,66.96,398.44,"9/13/2022, 04:40:59"
23.27,966.30,71.08,67.12,398.44,"9/13/2022, 04:41:03"
23.27,966.29,71.04,67.12,398.44,"9/13/2022, 04:41:06"
23.27,966.29,71.04,66.91,398.44,"9/13/2022, 04:41:10"
23.27,966.29,71.02,66.75,398.52,"9/13/2022, 04:41:14"
23.26,966.28,71.02,66.96,398.52,"9/13/2022, 04:41:17"
23.25,966.29,71.05,67.17,398.52,"9/13/2022, 04:41:21"
23.25,966.29,71.07,67.28,398.52,"9/13/2022, 04:41:25"
23.25,966.29,71.06,66.49,398.52,"9/13/2022, 04:41:28"
23.27,966.30,71.08,66.65,398.44,"9/13/2022, 04:41:32"
23.28,966.30,71.05,66.86,398.44,"9/13/2022, 04:41:36"
23.28,966.30,70.95,66.34,398.44,"9/13/2022, 04:41:39"
23.29,966.30,70.82,66.44,398.44,"9/13/2022, 04:41:43"
23.28,966.30,70.75,66.86,398.52,"9/13/2022, 04:41:47"
23.28,966.28,71.22,66.91,398.52,"9/13/2022, 04:41:51"
23.26,966.30,72.53,66.96,398.44,"9/13/2022, 04:41:54"
23.24,966.29,73.35,66.96,398.44,"9/13/2022, 04:41:58"
23.22,966.29,73.79,66.70,398.52,"9/13/2022, 04:42:02"
23.18,966.30,74.09,67.39,398.44,"9/13/2022, 04:42:05"
23.15,966.29,74.43,67.44,398.44,"9/13/2022, 04:42:09"
23.11,966.29,74.45,67.65,398.44,"9/13/2022, 04:42:13"
23.07,966.30,74.65,67.33,398.35,"9/13/2022, 04:42:16"
23.03,966.30,74.96,67.44,398.35,"9/13/2022, 04:42:20"
22.99,966.30,75.29,67.98,398.35,"9/13/2022, 04:42:24"
22.94,966.31,75.46,67.81,398.35,"9/13/2022, 04:42:27"
22.89,966.30,75.82,67.76,398.44,"9/13/2022, 04:42:31"
22.84,966.31,76.47,67.71,398.35,"9/13/2022, 04:42:35"
22.80,966.31,76.87,67.60,398.26,"9/13/2022, 04:42:38"
22.75,966.31,77.19,67.81,398.35,"9/13/2022, 04:42:42"
22.70,966.30,77.58,67.98,398.35,"9/13/2022, 04:42:46"
22.65,966.30,77.62,67.98,398.35,"9/13/2022, 04:42:49"
22.60,966.30,77.80,68.03,398.44,"9/13/2022, 04:42:53"
22.56,966.30,77.98,68.08,398.44,"9/13/2022, 04:42:57"
22.52,966.29,78.25,68.36,398.44,"9/13/2022, 04:43:00"
22.48,966.29,78.65,68.03,398.44,"9/13/2022, 04:43:04"
22.44,966.31,78.87,67.98,398.35,"9/13/2022, 04:43:08"
